Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
Berdych T.,Rufin G.,0.0,0.89,0.11,1.03,13.33,1.05,23.0,1.12,9.09,-0.06250000000000006,0.6047826086956521
Youzhny M.,Donskoy E.,1.0,0.81,0.19,1.27,3.69,1.33,4.05,1.23,5.26,0.0751879699248121,-0.2300380228136882
Wawrinka S.,Kamke T.,0.0,0.91,0.09,1.15,5.2,1.18,6.7,1.1,11.11,0.0677966101694914,-0.3969396939693969
Smyczek T.,Ferrer D.,1.0,0.07,0.93,19.92,1.01,48.25,1.03,14.29,1.08,0.7038341968911918,-0.046296296296296335
Baghdatis M.,Ito T.,0.0,0.86,0.14,1.08,7.91,1.11,11.0,1.16,7.14,-0.04310344827586192,0.35090909090909095
Roger-Vasselin E.,Benneteau J.,1.0,0.25,0.75,4.33,1.21,5.5,1.25,4.0,1.33,0.2727272727272727,-0.060150375939849676
Stepanek R.,Lopez F.,0.0,0.52,0.48,2.01,1.77,2.12,1.97,1.92,2.08,0.09433962264150951,-0.05288461538461543
Lacko L.,Tipsarevic J.,1.0,0.21,0.79,5.54,1.14,7.1,1.17,4.76,1.27,0.3295774647887324,-0.07874015748031503
Anderson K.,Kuznetsov An.,0.0,0.7,0.3,1.17,4.9,1.2,6.7,1.43,3.33,-0.16083916083916083,0.5029850746268657
Malisse X.,Verdasco F.,1.0,0.34,0.66,2.26,1.62,2.56,1.85,2.94,1.52,-0.12925170068027209,0.17837837837837842
Djokovic N.,Harrison R.,0.0,0.96,0.04,1.01,23.38,1.02,51.0,1.04,25.0,-0.019230769230769246,0.5098039215686274
Mayer F.,Berankis R.,1.0,0.66,0.34,1.95,1.8,2.18,1.91,1.52,2.94,0.30275229357798167,-0.35034013605442177
Seppi A.,Istomin D.,0.0,0.46,0.54,1.61,2.29,1.95,2.55,2.17,1.85,-0.10138248847926266,0.27450980392156854
Soeda G.,Tsonga J.W.,1.0,0.06,0.94,14.02,1.02,23.0,1.05,16.67,1.06,0.27521739130434775,-0.009433962264150952
Kohlschreiber P.,Weintraub A.,0.0,0.94,0.06,1.05,9.81,1.07,17.0,1.06,16.67,0.009345794392523372,0.019411764705882253
Duckworth J.,Kavcic B.,1.0,0.38,0.62,2.82,1.42,3.25,1.47,2.63,1.61,0.1907692307692308,-0.0869565217391305
Raonic M.,Rosol L.,0.0,0.85,0.15,1.2,4.42,1.24,5.3,1.18,6.67,0.04838709677419359,-0.20539730134932535
Sousa J.,Murray A.,1.0,0.07,0.93,29.99,1.01,88.5,1.01,14.29,1.08,0.8385310734463278,-0.06481481481481487
Tomic B.,Brands D.,0.0,0.85,0.15,1.12,6.08,1.14,7.9,1.18,6.67,-0.0338983050847458,0.15569620253164562
Granollers M.,Chardy J.,1.0,0.47,0.53,1.72,2.09,1.83,2.21,2.13,1.89,-0.14084507042253513,0.14479638009049778
Cilic M.,Ram R.,0.0,0.76,0.24,1.07,8.96,1.08,14.0,1.32,4.17,-0.1818181818181818,0.7021428571428572
Levine J.,Simon G.,1.0,0.08,0.92,2.83,1.41,3.35,1.48,12.5,1.09,-0.732,0.26351351351351343
Monfils G.,Lu Y.H.,0.0,0.8,0.2,1.31,3.39,1.38,3.7,1.25,5.0,0.09420289855072457,-0.25999999999999995
Nieminen J.,Dodig I.,1.0,0.55,0.45,1.42,2.8,1.49,3.25,1.82,2.22,-0.18131868131868134,0.31692307692307686
Federer R.,Davydenko N.,0.0,0.88,0.12,1.05,10.16,1.07,17.0,1.14,8.33,-0.06140350877192969,0.51
Becker B.,Del Potro J.M.,1.0,0.12,0.88,15.14,1.02,29.0,1.04,8.33,1.14,0.7127586206896552,-0.08771929824561392
Gasquet R.,Falla A.,0.0,0.87,0.13,1.08,7.53,1.12,12.0,1.15,7.69,-0.026086956521738962,0.35916666666666663
Benneteau J.,Tipsarevic J.,1.0,0.42,0.58,3.22,1.34,3.7,1.39,2.38,1.72,0.35675675675675683,-0.1918604651162791
Djokovic N.,Stepanek R.,0.0,0.93,0.07,1.01,24.94,1.02,63.25,1.08,14.29,-0.0555555555555556,0.7740711462450593
Verdasco F.,Anderson K.,1.0,0.46,0.54,2.17,1.68,2.3,1.8,2.17,1.85,0.05652173913043474,-0.02702702702702705
Almagro N.,Janowicz J.,0.0,0.54,0.46,1.4,2.95,1.47,3.5,1.85,2.17,-0.20540540540540544,0.38
Donskoy E.,Nishikori K.,1.0,0.07,0.93,6.24,1.12,7.9,1.15,14.29,1.08,-0.44716585024492644,0.06086956521739117
Wawrinka S.,Querrey S.,0.0,0.76,0.24,1.64,2.24,1.69,2.5,1.32,4.17,0.2189349112426035,-0.40047961630695444
Melzer J.,Berdych T.,1.0,0.2,0.8,7.58,1.09,12.0,1.11,5.0,1.25,0.5833333333333334,-0.11199999999999992
Ferrer D.,Baghdatis M.,0.0,0.68,0.32,1.13,5.78,1.17,6.9,1.47,3.12,-0.20408163265306126,0.5478260869565218
Dodig I.,Gasquet R.,1.0,0.19,0.81,8.09,1.07,10.5,1.1,5.26,1.23,0.4990476190476191,-0.10569105691056901
Chardy J.,Del Potro J.M.,0.0,0.15,0.85,11.69,1.04,16.0,1.06,6.67,1.18,0.583125,-0.1016949152542372
Cilic M.,Seppi A.,1.0,0.8,0.2,1.4,2.88,1.47,3.1,1.25,5.0,0.1496598639455782,-0.38
Murray A.,Berankis R.,0.0,0.93,0.07,1.02,18.1,1.03,38.5,1.08,14.29,-0.046296296296296335,0.6288311688311689
Kavcic B.,Tsonga J.W.,1.0,0.08,0.92,15.99,1.02,26.0,1.03,12.5,1.09,0.5192307692307693,-0.05504587155963307
Raonic M.,Kohlschreiber P.,0.0,0.77,0.23,1.65,2.21,1.75,2.4,1.3,4.35,0.2571428571428571,-0.44827586206896547
Tomic B.,Federer R.,1.0,0.07,0.93,6.91,1.1,8.7,1.13,14.29,1.08,-0.3911826452064381,0.044247787610619316
Simon G.,Monfils G.,0.0,0.52,0.48,1.53,2.47,1.62,2.7,1.92,2.08,-0.15624999999999992,0.22962962962962966
Nishikori K.,Ferrer D.,1.0,0.45,0.55,4.44,1.2,5.5,1.25,2.22,1.82,0.5963636363636363,-0.3131868131868132
Almagro N.,Tipsarevic J.,0.0,0.48,0.52,1.71,2.11,1.8,2.34,2.08,1.92,-0.13461538461538464,0.17948717948717946
Anderson K.,Berdych T.,1.0,0.18,0.82,4.42,1.2,7.1,1.26,5.56,1.22,0.21690140845070424,0.03174603174603177
Djokovic N.,Wawrinka S.,0.0,0.86,0.14,1.02,15.94,1.03,29.0,1.16,7.14,-0.1120689655172413,0.7537931034482759
Seppi A.,Chardy J.,1.0,0.43,0.57,1.56,2.4,1.8,2.6,2.33,1.75,-0.2274678111587983,0.3269230769230769
Tsonga J.W.,Gasquet R.,0.0,0.61,0.39,1.51,2.57,1.57,3.1,1.64,2.56,-0.0426829268292682,0.17419354838709677
Simon G.,Murray A.,1.0,0.16,0.84,14.96,1.02,25.5,1.04,6.25,1.19,0.7549019607843137,-0.12605042016806717
Federer R.,Raonic M.,0.0,0.8,0.2,1.11,6.77,1.17,8.7,1.25,5.0,-0.06400000000000006,0.42528735632183906
Almagro N.,Ferrer D.,1.0,0.22,0.78,5.09,1.16,5.9,1.2,4.55,1.28,0.22881355932203398,-0.06250000000000006
Djokovic N.,Berdych T.,0.0,0.87,0.13,1.18,4.73,1.23,5.3,1.15,7.69,0.06504065040650413,-0.31079323797139147
Chardy J.,Murray A.,1.0,0.07,0.93,10.55,1.05,14.38,1.09,14.29,1.08,0.006258692628651017,0.009174311926605512
Federer R.,Tsonga J.W.,0.0,0.79,0.21,1.17,5.03,1.2,5.7,1.27,4.76,-0.05511811023622052,0.16491228070175445
Ferrer D.,Djokovic N.,1.0,0.11,0.89,6.91,1.1,9.4,1.14,9.09,1.12,0.032978723404255374,0.01754385964912263
Murray A.,Federer R.,0.0,0.38,0.62,1.66,2.22,1.94,2.38,2.63,1.61,-0.26235741444866917,0.3235294117647058
Murray A.,Djokovic N.,1.0,0.39,0.61,2.61,1.5,2.9,1.57,2.56,1.64,0.11724137931034478,-0.0426829268292682
Darcis S.,Mannarino A.,0.0,0.54,0.46,2.5,1.51,2.66,1.85,1.85,2.17,0.30451127819548873,-0.14746543778801838
Sela D.,Hajek J.,1.0,0.81,0.19,1.42,2.79,1.45,3.1,1.23,5.26,0.15172413793103448,-0.4106463878326996
Nieminen J.,Serra F.,0.0,0.67,0.33,1.39,2.89,1.46,3.3,1.49,3.03,-0.020134228187919483,0.08181818181818183
Olaso G.,Hanescu V.,1.0,0.06,0.94,3.18,1.34,3.5,1.38,16.67,1.06,-0.7900419916016796,0.23188405797101438
Paire B.,Menendez-Maceiras A.,0.0,0.94,0.06,1.23,4.01,1.26,4.6,1.06,16.67,0.1587301587301587,-0.7240551889622077
Bemelmans R.,Monfils G.,1.0,0.13,0.87,4.76,1.18,5.8,1.21,7.69,1.15,-0.24577373211963596,0.049586776859504175
Stakhovsky S.,Mathieu P.H.,0.0,0.37,0.63,2.92,1.38,3.45,1.47,2.7,1.59,0.21739130434782608,-0.07547169811320761
Pouille L.,Troicki V.,1.0,0.21,0.79,5.03,1.16,5.75,1.22,4.76,1.27,0.1721739130434783,-0.039370078740157514
Brugues-Davi A.,Kukushkin M.,0.0,0.38,0.62,1.42,2.8,1.67,3.2,2.63,1.61,-0.3650190114068441,0.496875
Ungur A.,Benneteau J.,1.0,0.1,0.9,9.94,1.05,14.5,1.07,10.0,1.11,0.3103448275862069,-0.036036036036036063
Ito T.,Roger-Vasselin E.,0.0,0.36,0.64,3.66,1.27,4.19,1.32,2.78,1.56,0.33651551312649175,-0.15384615384615383
De Schepper K.,Llodra M.,1.0,0.18,0.82,2.95,1.38,3.45,1.44,5.56,1.22,-0.37949640287769776,0.15277777777777776
Nieminen J.,Davydenko N.,0.0,0.34,0.66,2.45,1.52,2.63,1.67,2.94,1.52,-0.10544217687074832,0.08982035928143707
Darcis S.,Paire B.,1.0,0.46,0.54,2.98,1.37,3.45,1.44,2.17,1.85,0.37101449275362325,-0.2216216216216217
Hajek J.,Troicki V.,0.0,0.12,0.88,3.71,1.26,4.2,1.31,8.33,1.14,-0.49579831932773105,0.12977099236641232
Brugues-Davi A.,Simon G.,1.0,0.09,0.91,7.33,1.08,10.5,1.12,11.11,1.1,-0.05490549054905486,0.01785714285714287
Stakhovsky S.,Ito T.,0.0,0.64,0.36,1.42,2.75,1.48,2.95,1.56,2.78,-0.05128205128205133,0.05762711864406792
Tipsarevic J.,Llodra M.,1.0,0.69,0.31,1.71,2.08,1.8,2.35,1.45,3.23,0.19444444444444448,-0.2724458204334365
Gasquet R.,Monfils G.,0.0,0.67,0.33,1.59,2.29,1.67,2.5,1.49,3.03,0.10778443113772451,-0.17491749174917487
Hanescu V.,Benneteau J.,1.0,0.28,0.72,4.97,1.16,6.4,1.2,3.57,1.39,0.44218750000000007,-0.13669064748201437
Llodra M.,Hajek J.,0.0,0.76,0.24,1.13,5.73,1.15,7.2,1.32,4.17,-0.1287878787878789,0.42083333333333334
Stakhovsky S.,Nieminen J.,1.0,0.34,0.66,3.1,1.36,3.45,1.42,2.94,1.52,0.1478260869565218,-0.06578947368421058
Paire B.,Simon G.,0.0,0.3,0.7,2.52,1.51,2.82,1.6,3.33,1.43,-0.15315315315315323,0.1062500000000001
Benneteau J.,Gasquet R.,1.0,0.29,0.71,3.05,1.36,3.45,1.43,3.45,1.41,0.0,0.013986013986014
Paire B.,Llodra M.,0.0,0.5,0.5,2.51,1.51,2.65,1.59,2.0,2.0,0.2452830188679245,-0.20499999999999996
Nieminen J.,Gasquet R.,1.0,0.19,0.81,3.97,1.24,4.8,1.27,5.26,1.23,-0.08745247148288973,0.03149606299212601
Gasquet R.,Paire B.,0.0,0.8,0.2,1.26,3.85,1.3,6.0,1.25,5.0,0.03846153846153849,0.16666666666666666
Alund M.,Giraldo S.,1.0,0.46,0.54,3.04,1.36,3.8,1.4,2.17,1.85,0.42894736842105263,-0.24324324324324334
Volandri F.,Mayer L.,0.0,0.49,0.51,2.76,1.43,3.25,1.65,2.04,1.96,0.3723076923076923,-0.15816326530612249
Lajovic D.,Garin C.,1.0,0.46,0.54,1.12,5.94,1.15,7.13,2.17,1.85,-0.4700460829493088,0.7405329593267881
Rufin G.,Ramirez-Hidalgo R.,0.0,0.53,0.47,1.45,2.69,1.52,2.9,1.89,2.13,-0.19576719576719573,0.2655172413793104
Kuznetsov An.,Berlocq C.,1.0,0.53,0.47,2.7,1.45,2.85,1.57,1.89,2.13,0.33684210526315794,-0.26291079812206564
Delbonis F.,Pella G.,0.0,0.62,0.38,1.31,3.41,1.37,4.13,1.61,2.63,-0.14906832298136644,0.36319612590799033
Riba P.,Robredo T.,1.0,0.11,0.89,5.88,1.12,7.22,1.15,9.09,1.12,-0.20572057205720573,0.026086956521738962
Zeballos H.,Schwartzman D.,0.0,0.65,0.35,1.64,2.18,1.77,2.52,1.54,2.86,0.12994350282485875,-0.11888111888111884
Massu N.,Montanes A.,1.0,0.47,0.53,4.61,1.18,5.4,1.22,2.13,1.89,0.6055555555555556,-0.3544973544973545
Gimeno-Traver D.,Sousa J.,0.0,0.4,0.6,1.41,2.83,1.68,3.0,2.5,1.67,-0.328,0.44333333333333336
Dutra Silva R.,Ramos A.,1.0,0.09,0.91,3.06,1.36,3.8,1.4,11.11,1.1,-0.6579657965796579,0.21428571428571416
Lorenzi P.,Naso G.,0.0,0.79,0.21,1.6,2.27,1.71,2.43,1.27,4.76,0.2573099415204678,-0.48949579831932766
Monaco J.,Rufin G.,1.0,0.86,0.14,1.25,3.82,1.31,4.5,1.16,7.14,0.11450381679389322,-0.36974789915966383
Berlocq C.,Giraldo S.,0.0,0.43,0.57,1.49,2.56,1.59,2.8,2.33,1.75,-0.31759656652360513,0.37499999999999994
Delbonis F.,Nadal R.,1.0,0.14,0.86,12.14,1.03,19.5,1.05,7.14,1.16,0.6338461538461538,-0.09482758620689645
Ramos A.,Volandri F.,0.0,0.59,0.41,1.43,2.73,1.5,2.95,1.69,2.44,-0.11242603550295856,0.17288135593220347
Andujar P.,Zeballos H.,1.0,0.7,0.3,2.49,1.51,2.68,1.6,1.43,3.33,0.46641791044776126,-0.5195195195195195
Lorenzi P.,Robredo T.,0.0,0.27,0.73,2.27,1.61,2.68,1.67,3.7,1.37,-0.2756756756756757,0.17964071856287414
Montanes A.,Gimeno-Traver D.,1.0,0.58,0.42,1.9,1.84,2.02,1.98,1.72,2.38,0.14851485148514854,-0.16806722689075626
Chardy J.,Garin C.,0.0,0.96,0.04,1.09,6.71,1.13,7.6,1.04,25.0,0.07964601769911493,-0.696
Rufin G.,Berlocq C.,1.0,0.4,0.6,2.39,1.55,2.64,1.62,2.5,1.67,0.05303030303030307,-0.029940119760478938
Zeballos H.,Ramos A.,0.0,0.25,0.75,2.19,1.66,2.62,1.73,4.0,1.33,-0.345,0.23121387283236988
Gimeno-Traver D.,Nadal R.,1.0,0.06,0.94,13.72,1.02,19.0,1.05,16.67,1.06,0.12263157894736833,-0.009433962264150952
Chardy J.,Lorenzi P.,0.0,0.72,0.28,1.51,2.52,1.59,2.82,1.39,3.57,0.1257861635220127,-0.21008403361344538
Berlocq C.,Zeballos H.,1.0,0.6,0.4,1.49,2.56,1.59,2.95,1.67,2.5,-0.04790419161676638,0.15254237288135597
Nadal R.,Chardy J.,0.0,0.92,0.08,1.09,7.18,1.13,9.5,1.09,12.5,0.035398230088495415,-0.24
Nadal R.,Zeballos H.,1.0,0.93,0.07,1.02,16.07,1.04,30.5,1.08,14.29,-0.03703703703703707,0.5314754098360656
Klizan M.,Viola M.,0.0,0.78,0.22,1.35,3.08,1.45,3.65,1.28,4.55,0.11724137931034478,-0.1978021978021978
Berrer M.,Devvarman S.,1.0,0.43,0.57,1.27,3.63,1.33,4.33,2.33,1.75,-0.4291845493562232,0.5958429561200924
Sijsling I.,Mektic N.,0.0,0.83,0.17,1.17,4.89,1.2,6.1,1.2,5.88,0.0,0.036065573770491764
Bedene A.,Kavcic B.,1.0,0.65,0.35,1.63,2.23,1.75,2.42,1.54,2.86,0.11999999999999998,-0.15384615384615383
Petzschner P.,Pavic M.,0.0,0.98,0.02,1.1,6.52,1.13,7.59,1.02,50.0,0.09734513274336273,-0.8482
Bozoljac I.,Zemlja G.,1.0,0.15,0.85,1.91,1.83,2.0,2.0,6.67,1.18,-0.7001499250374813,0.41000000000000003
Karlovic I.,Dimitrov G.,0.0,0.32,0.68,3.1,1.35,3.4,1.4,3.12,1.47,0.08235294117647053,-0.047619047619047665
Veger F.,Rosol L.,1.0,0.04,0.96,4.7,1.18,5.8,1.21,25.0,1.04,-0.768,0.140495867768595
Cipolla F.,Lacko L.,0.0,0.45,0.55,3.64,1.27,4.4,1.35,2.22,1.82,0.4954545454545454,-0.2582417582417582
Veic A.,Haase R.,1.0,0.31,0.69,3.28,1.32,3.75,1.37,3.23,1.45,0.13866666666666666,-0.05517241379310334
Baghdatis M.,Kamke T.,0.0,0.83,0.17,1.17,4.78,1.22,5.5,1.2,5.88,0.016393442622950834,-0.06462585034013604
Becker B.,Dodig I.,1.0,0.42,0.58,2.33,1.58,2.75,1.85,2.38,1.72,0.13454545454545458,0.07027027027027033
Youzhny M.,Sijsling I.,0.0,0.8,0.2,1.48,2.59,1.56,2.92,1.25,5.0,0.19871794871794873,-0.41600000000000004
Klizan M.,Haase R.,1.0,0.7,0.3,2.21,1.64,2.4,1.75,1.43,3.33,0.4041666666666667,-0.4744744744744745
Melzer J.,Devvarman S.,0.0,0.68,0.32,1.33,3.19,1.4,3.55,1.47,3.12,-0.047619047619047665,0.1211267605633802
Baghdatis M.,Kavcic B.,1.0,0.72,0.28,1.14,5.41,1.18,6.5,1.39,3.57,-0.15107913669064746,0.4507692307692308
Rosol L.,Cipolla F.,0.0,0.53,0.47,1.35,3.09,1.46,3.45,1.89,2.13,-0.2275132275132275,0.382608695652174
Marcan D.,Petzschner P.,1.0,0.03,0.97,5.33,1.15,6.0,1.18,33.33,1.03,-0.81998199819982,0.12711864406779655
Cilic M.,Zemlja G.,0.0,0.88,0.12,1.14,5.56,1.18,7.04,1.14,8.33,0.0338983050847458,-0.15486194477791115
Karlovic I.,Dodig I.,1.0,0.61,0.39,2.23,1.63,2.38,1.73,1.64,2.56,0.31092436974789917,-0.32421875
Melzer J.,Rosol L.,0.0,0.71,0.29,1.86,1.88,2.04,2.02,1.41,3.45,0.3088235294117648,-0.41449275362318844
Petzschner P.,Haase R.,1.0,0.52,0.48,1.88,1.87,2.1,2.0,1.92,2.08,0.08571428571428578,-0.03846153846153849
Youzhny M.,Dodig I.,0.0,0.68,0.32,1.55,2.4,1.65,2.72,1.47,3.12,0.10909090909090906,-0.12820512820512817
Kavcic B.,Cilic M.,1.0,0.07,0.93,8.69,1.07,13.5,1.1,14.29,1.08,-0.05528341497550729,0.018181818181818195
Melzer J.,Haase R.,0.0,0.75,0.25,1.61,2.26,1.69,2.56,1.33,4.0,0.21301775147928986,-0.36
Youzhny M.,Cilic M.,1.0,0.37,0.63,2.32,1.58,2.52,1.72,2.7,1.59,-0.06666666666666672,0.07558139534883715
Cilic M.,Melzer J.,0.0,0.74,0.26,1.24,4.01,1.28,5.3,1.35,3.85,-0.05185185185185189,0.2735849056603773
Janowicz J.,Hanescu V.,1.0,0.74,0.26,1.27,3.63,1.33,4.1,1.35,3.85,-0.014814814814814828,0.060975609756097456
Klizan M.,Mathieu P.H.,0.0,0.58,0.42,2.2,1.64,2.42,1.73,1.72,2.38,0.2892561983471074,-0.27310924369747897
Granollers M.,Viola M.,1.0,0.69,0.31,1.34,3.14,1.4,3.5,1.45,3.23,-0.03448275862068969,0.07714285714285715
Simon G.,Brands D.,0.0,0.9,0.1,1.58,2.34,1.68,2.62,1.11,10.0,0.3392857142857142,-0.738
Tomic B.,Dimitrov G.,1.0,0.37,0.63,1.69,2.12,1.8,2.25,2.7,1.59,-0.33333333333333337,0.2933333333333333
Sijsling I.,Tsonga J.W.,0.0,0.08,0.92,7.07,1.09,9.0,1.14,12.5,1.09,-0.28,0.04385964912280686
Mayer F.,Davydenko N.,1.0,0.29,0.71,3.41,1.3,4.0,1.36,3.45,1.41,0.13749999999999996,-0.035460992907801296
De Bakker T.,Youzhny M.,0.0,0.23,0.77,4.67,1.18,5.5,1.23,4.35,1.3,0.20909090909090916,-0.05384615384615389
Kamke T.,Benneteau J.,1.0,0.25,0.75,3.75,1.25,3.75,1.25,4.0,1.33,-0.0625,-0.060150375939849676
Gulbis E.,Haase R.,0.0,0.52,0.48,1.69,2.12,1.82,2.28,1.92,2.08,-0.052083333333333266,0.08771929824561392
Monfils G.,Del Potro J.M.,1.0,0.26,0.74,4.11,1.22,5.1,1.25,3.85,1.35,0.2450980392156862,-0.07407407407407414
Nieminen J.,Goffin D.,0.0,0.34,0.66,1.61,2.27,1.8,2.4,2.94,1.52,-0.3877551020408163,0.36666666666666664
Seppi A.,Bachinger M.,1.0,0.8,0.2,1.24,3.95,1.29,4.7,1.25,5.0,0.031007751937984523,-0.05999999999999996
Gasquet R.,Troicki V.,0.0,0.72,0.28,1.16,4.99,1.2,6.1,1.39,3.57,-0.13669064748201437,0.41475409836065574
Paire B.,Baghdatis M.,1.0,0.46,0.54,2.3,1.59,2.55,1.67,2.17,1.85,0.14901960784313723,-0.09729729729729739
Federer R.,Zemlja G.,0.0,0.95,0.05,1.02,15.9,1.03,23.5,1.05,20.0,-0.019047619047619063,0.14893617021276595
Viola M.,Simon G.,1.0,0.1,0.9,6.38,1.11,8.2,1.14,10.0,1.11,-0.18000000000000008,0.026315789473684043
Benneteau J.,Hanescu V.,0.0,0.69,0.31,1.18,4.65,1.22,5.4,1.45,3.23,-0.1586206896551724,0.4018518518518519
Davydenko N.,Dimitrov G.,1.0,0.48,0.52,1.78,1.98,1.85,2.2,2.08,1.92,-0.11057692307692306,0.12727272727272737
Nieminen J.,Bachinger M.,0.0,0.81,0.19,1.26,3.71,1.36,4.5,1.23,5.26,0.09558823529411772,-0.14448669201520908
Gasquet R.,Baghdatis M.,1.0,0.64,0.36,1.44,2.75,1.6,3.0,1.56,2.78,0.025000000000000022,0.0733333333333334
Del Potro J.M.,Gulbis E.,0.0,0.82,0.18,1.2,4.43,1.29,5.1,1.22,5.56,0.054263565891472916,-0.08273381294964029
De Bakker T.,Federer R.,1.0,0.03,0.97,16.24,1.02,27.0,1.03,33.33,1.03,-0.18991899189918987,0.0
Klizan M.,Sijsling I.,0.0,0.71,0.29,2.58,1.49,3.04,1.65,1.41,3.45,0.5361842105263158,-0.5217391304347827
Baghdatis M.,Dimitrov G.,1.0,0.43,0.57,1.91,1.85,2.15,1.92,2.33,1.75,-0.07725321888412023,0.08854166666666663
Del Potro J.M.,Nieminen J.,0.0,0.86,0.14,1.13,5.8,1.15,7.6,1.16,7.14,-0.008620689655172422,0.060526315789473685
Federer R.,Benneteau J.,1.0,0.92,0.08,1.06,9.06,1.11,12.0,1.09,12.5,0.018018018018018032,-0.04
Simon G.,Klizan M.,0.0,0.71,0.29,1.38,2.99,1.44,3.4,1.41,3.45,0.020833333333333353,-0.014492753623188482
Dimitrov G.,Del Potro J.M.,1.0,0.19,0.81,4.23,1.22,5.3,1.25,5.26,1.23,0.007547169811320762,0.016000000000000014
Benneteau J.,Simon G.,0.0,0.33,0.67,1.75,2.03,1.83,2.3,3.03,1.49,-0.396039603960396,0.3521739130434782
Benneteau J.,Del Potro J.M.,1.0,0.17,0.83,4.42,1.2,5.0,1.29,5.88,1.2,-0.1496598639455782,0.06976744186046517
Malisse X.,Soeda G.,0.0,0.82,0.18,1.66,2.15,1.78,2.3,1.22,5.56,0.31460674157303375,-0.5863309352517986
Klahn B.,Levine J.,1.0,0.23,0.77,3.6,1.27,4.33,1.33,4.35,1.3,-0.00459770114942519,0.02255639097744363
Pospisil V.,Donskoy E.,0.0,0.65,0.35,2.78,1.41,3.2,1.47,1.54,2.86,0.51875,-0.486013986013986
Kavcic B.,Hewitt L.,1.0,0.18,0.82,2.66,1.46,2.9,1.57,5.56,1.22,-0.4784172661870503,0.22292993630573255
Becker B.,Harrison R.,0.0,0.48,0.52,2.63,1.46,3.1,1.53,2.08,1.92,0.32903225806451614,-0.20312499999999994
Sock J.,Matosevic M.,1.0,0.69,0.31,1.95,1.81,2.1,1.93,1.45,3.23,0.3095238095238096,-0.40247678018575855
Istomin D.,Sweeting R.,0.0,0.71,0.29,1.42,2.77,1.5,2.93,1.41,3.45,0.06000000000000005,-0.15072463768115943
Verdasco F.,Smyczek T.,1.0,0.86,0.14,1.42,2.77,1.53,3.45,1.16,7.14,0.24183006535947718,-0.5168067226890756
Falla A.,Cipolla F.,0.0,0.47,0.53,1.41,2.81,1.51,3.13,2.13,1.89,-0.29107981220657275,0.3961661341853035
De Voest R.,Ebden M.,1.0,0.2,0.8,2.13,1.68,2.45,1.77,5.0,1.25,-0.51,0.2937853107344633
Russell M.,Young D.,0.0,0.55,0.45,1.9,1.85,2.05,2.0,1.82,2.22,0.1121951219512194,-0.09909909909909918
Karlovic I.,Johnson S.,1.0,0.48,0.52,1.77,2.0,1.85,2.2,2.08,1.92,-0.11057692307692306,0.12727272727272737
Isner J.,Pospisil V.,0.0,0.83,0.17,1.32,3.24,1.41,4.0,1.2,5.88,0.14893617021276595,-0.31972789115646255
Levine J.,Haas T.,1.0,0.09,0.91,2.69,1.45,3.1,1.55,11.11,1.1,-0.720972097209721,0.29032258064516125
Istomin D.,Becker B.,0.0,0.61,0.39,1.47,2.61,1.54,2.8,1.64,2.56,-0.06097560975609748,0.08571428571428563
Matosevic M.,Falla A.,1.0,0.56,0.44,2.01,1.76,2.2,1.84,1.79,2.27,0.18636363636363643,-0.18942731277533037
Malisse X.,Ebden M.,0.0,0.74,0.26,1.47,2.61,1.54,2.88,1.35,3.85,0.12337662337662333,-0.251948051948052
Smyczek T.,Johnson S.,1.0,0.39,0.61,1.66,2.17,1.8,2.3,2.56,1.64,-0.296875,0.28695652173913044
Querrey S.,Hewitt L.,0.0,0.39,0.61,1.39,2.95,1.45,3.55,2.56,1.64,-0.43359375000000006,0.5380281690140845
Russell M.,Raonic M.,1.0,0.07,0.93,5.01,1.16,5.8,1.2,14.29,1.08,-0.5941217634709587,0.09999999999999991
Haas T.,Johnson S.,0.0,0.67,0.33,1.26,3.72,1.32,4.1,1.49,3.03,-0.11409395973154357,0.26097560975609757
Malisse X.,Isner J.,1.0,0.21,0.79,2.95,1.38,3.2,1.44,4.76,1.27,-0.32773109243697474,0.11805555555555551
Raonic M.,Istomin D.,0.0,0.86,0.14,1.27,3.63,1.33,4.0,1.16,7.14,0.12781954887218056,-0.43977591036414565
Falla A.,Querrey S.,1.0,0.21,0.79,3.84,1.25,4.55,1.3,4.76,1.27,-0.044117647058823525,0.023076923076923096
Haas T.,Isner J.,0.0,0.5,0.5,1.68,2.13,1.8,2.45,2.0,2.0,-0.09999999999999998,0.18367346938775517
Querrey S.,Raonic M.,1.0,0.23,0.77,2.55,1.49,2.75,1.57,4.35,1.3,-0.36781609195402293,0.17197452229299365
Raonic M.,Haas T.,0.0,0.64,0.36,1.54,2.46,1.58,2.7,1.56,2.78,0.012658227848101276,-0.028776978417266053
Giraldo S.,Andujar P.,1.0,0.42,0.58,1.41,2.83,1.46,3.2,2.38,1.72,-0.3865546218487395,0.4625
Alund M.,Mello R.,0.0,0.69,0.31,1.32,3.34,1.44,4.5,1.45,3.23,-0.006896551724137937,0.2822222222222222
Robredo T.,Bolelli S.,1.0,0.77,0.23,1.55,2.41,1.71,2.6,1.3,4.35,0.239766081871345,-0.4022988505747126
