Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
Baker B.,Dimitrov G.,1.0,0.09,0.91,2.87,1.39,3.55,1.45,11.11,1.1,-0.6804680468046804,0.2413793103448275
Goffin D.,Ebden M.,0.0,0.88,0.12,1.59,2.29,1.67,2.4,1.14,8.33,0.31736526946107785,-0.7118847539015606
Kunitsyn I.,Hewitt L.,1.0,0.1,0.9,4.07,1.22,4.65,1.28,10.0,1.11,-0.5349999999999999,0.13281249999999994
Simon G.,Falla A.,0.0,0.81,0.19,1.26,3.73,1.29,4.6,1.23,5.26,0.046511627906976785,-0.1254752851711027
Mayer F.,Baghdatis M.,1.0,0.38,0.62,2.5,1.51,3.2,1.57,2.63,1.61,0.1781250000000001,-0.02484472049689443
Nishikori K.,Robredo T.,0.0,0.73,0.27,1.25,3.84,1.29,5.1,1.37,3.7,-0.05839416058394165,0.27450980392156854
Nieminen J.,Dolgopolov O.,1.0,0.41,0.59,2.52,1.49,2.73,1.57,2.44,1.69,0.10622710622710624,-0.07100591715976325
Dimitrov G.,Raonic M.,0.0,0.26,0.74,2.73,1.43,3.5,1.5,3.85,1.35,-0.09090909090909093,0.09999999999999994
Goffin D.,Melzer J.,1.0,0.57,0.43,1.62,2.23,1.67,2.88,1.75,2.33,-0.045714285714285756,0.19097222222222215
Istomin D.,Hewitt L.,0.0,0.2,0.8,1.93,1.82,2.05,2.04,5.0,1.25,-0.5900000000000001,0.3872549019607843
Millman J.,Murray A.,1.0,0.06,0.94,13.63,1.03,23.75,1.04,16.67,1.06,0.29810526315789465,-0.018867924528301903
Baghdatis M.,Simon G.,0.0,0.4,0.6,1.66,2.18,2.0,2.52,2.5,1.67,-0.2,0.3373015873015873
Dolgopolov O.,Nishikori K.,1.0,0.29,0.71,2.18,1.65,2.35,1.73,3.45,1.41,-0.31884057971014496,0.184971098265896
Dimitrov G.,Melzer J.,0.0,0.61,0.39,1.43,2.77,1.5,3.25,1.64,2.56,-0.08536585365853654,0.21230769230769228
Istomin D.,Murray A.,1.0,0.06,0.94,6.71,1.1,8.4,1.12,16.67,1.06,-0.4961007798440312,0.05357142857142862
Dimitrov G.,Baghdatis M.,0.0,0.57,0.43,1.78,1.98,1.88,2.12,1.75,2.33,0.06914893617021271,-0.09012875536480684
Nishikori K.,Murray A.,1.0,0.2,0.8,4.44,1.2,5.0,1.27,5.0,1.25,0.0,0.015748031496063006
Murray A.,Dimitrov G.,0.0,0.85,0.15,1.16,5.23,1.18,6.7,1.18,6.67,0.0,0.004477611940298544
Donskoy E.,Soeda G.,1.0,0.55,0.45,1.86,1.88,2.05,2.0,1.82,2.22,0.1121951219512194,-0.09909909909909918
Bedene A.,Sousa J.,0.0,0.55,0.45,1.38,2.91,1.43,3.5,1.82,2.22,-0.21428571428571436,0.36571428571428566
Bhambri Y.,Haase R.,1.0,0.27,0.73,3.81,1.25,5.1,1.29,3.7,1.37,0.27450980392156854,-0.05839416058394165
Roger-Vasselin E.,Kuznetsov An.,0.0,0.36,0.64,1.6,2.27,1.65,2.5,2.78,1.56,-0.40647482014388486,0.376
Lu Y.H.,Bachinger M.,1.0,0.72,0.28,1.38,2.93,1.44,4.1,1.39,3.57,0.03472222222222225,0.1292682926829268
Stebe C-M.,Sijsling I.,0.0,0.88,0.12,2.51,1.5,2.92,1.57,1.14,8.33,0.6095890410958904,-0.8115246098439376
Rufin G.,Amritraj P.,1.0,0.77,0.23,1.42,2.76,1.49,3.15,1.3,4.35,0.1275167785234899,-0.2758620689655172
Bautista R.,Kavcic B.,0.0,0.83,0.17,1.51,2.49,1.57,2.7,1.2,5.88,0.23566878980891726,-0.5408163265306122
Cipolla F.,Paire B.,1.0,0.34,0.66,2.6,1.47,2.77,1.56,2.94,1.52,-0.057823129251700654,0.025641025641025664
Devvarman S.,Hajek J.,0.0,0.82,0.18,1.48,2.57,1.73,3.15,1.22,5.56,0.2947976878612717,-0.4334532374100719
Ram R.,Sela D.,1.0,0.37,0.63,2.3,1.59,2.56,1.67,2.7,1.59,-0.05185185185185189,0.04790419161676638
Stakhovsky S.,Bemelmans R.,0.0,0.63,0.37,2.0,1.76,2.1,1.94,1.59,2.7,0.24285714285714285,-0.28148148148148155
Haase R.,Bedene A.,1.0,0.43,0.57,1.65,2.17,1.75,2.35,2.33,1.75,-0.24892703862660948,0.25531914893617025
Soeda G.,Amritraj P.,0.0,0.77,0.23,1.31,3.31,1.36,3.95,1.3,4.35,0.04411764705882357,-0.09195402298850563
Roger-Vasselin E.,Tipsarevic J.,1.0,0.18,0.82,5.09,1.16,6.7,1.2,5.56,1.22,0.17014925373134338,-0.016393442622950834
Wawrinka S.,Stebe C-M.,0.0,0.88,0.12,1.22,4.16,1.27,5.2,1.14,8.33,0.10236220472440954,-0.375750300120048
Sela D.,Paire B.,1.0,0.31,0.69,2.24,1.62,2.37,1.69,3.23,1.45,-0.2662538699690402,0.14201183431952663
Cilic M.,Stakhovsky S.,0.0,0.86,0.14,1.21,4.25,1.25,4.9,1.16,7.14,0.07200000000000006,-0.31372549019607837
Bachinger M.,Bautista R.,1.0,0.11,0.89,1.9,1.84,2.15,1.91,9.09,1.12,-0.7634763476347635,0.4136125654450261
Berdych T.,Devvarman S.,0.0,0.88,0.12,1.06,9.19,1.08,13.0,1.14,8.33,-0.05263157894736828,0.35923076923076924
Cilic M.,Paire B.,1.0,0.76,0.24,1.31,3.38,1.36,4.0,1.32,4.17,0.029411764705882377,-0.04076738609112708
Bedene A.,Wawrinka S.,0.0,0.19,0.81,5.49,1.14,6.5,1.18,5.26,1.23,0.1907692307692308,-0.040650406504065074
Soeda G.,Tipsarevic J.,1.0,0.13,0.87,6.31,1.11,8.3,1.14,7.69,1.15,0.07349397590361449,-0.008695652173913052
Bautista R.,Berdych T.,0.0,0.24,0.76,8.53,1.07,15.0,1.08,4.17,1.32,0.722,-0.1818181818181818
Bedene A.,Tipsarevic J.,1.0,0.17,0.83,1.14,5.44,1.17,6.7,5.88,1.2,-0.8010204081632654,0.8208955223880596
Bautista R.,Paire B.,0.0,0.67,0.33,2.21,1.64,2.4,1.72,1.49,3.03,0.37916666666666665,-0.4323432343234323
Bautista R.,Tipsarevic J.,1.0,0.38,0.62,4.59,1.19,5.1,1.32,2.63,1.61,0.4843137254901961,-0.18012422360248448
Bolelli S.,Gimeno-Traver D.,0.0,0.65,0.35,1.5,2.5,1.6,3.25,1.54,2.86,0.03750000000000003,0.12000000000000004
Ramos A.,Lorenzi P.,1.0,0.67,0.33,1.47,2.59,1.53,3.15,1.49,3.03,0.026143790849673224,0.03809523809523813
Davydenko N.,Hanescu V.,0.0,0.81,0.19,1.33,3.21,1.38,3.92,1.23,5.26,0.10869565217391298,-0.2547528517110266
Fognini F.,Zemlja G.,1.0,0.64,0.36,2.21,1.63,2.4,1.73,1.56,2.78,0.35,-0.3776978417266187
Troicki V.,Phau B.,0.0,0.77,0.23,1.4,2.87,1.48,3.95,1.3,4.35,0.12162162162162159,-0.09195402298850563
Dodig I.,Kohlschreiber P.,1.0,0.27,0.73,2.52,1.5,3.0,1.57,3.7,1.37,-0.18918918918918923,0.1273885350318471
Lacko L.,Garcia-Lopez G.,0.0,0.37,0.63,1.55,2.38,1.63,2.55,2.7,1.59,-0.39629629629629637,0.37647058823529406
Andujar P.,Rosol L.,1.0,0.47,0.53,3.02,1.36,3.25,1.44,2.13,1.89,0.34461538461538466,-0.23809523809523808
Youzhny M.,Becker B.,0.0,0.76,0.24,1.27,3.64,1.33,4.8,1.32,4.17,0.0075187969924812095,0.13124999999999998
Ali Mutawa J.M.,Safwat M.,1.0,0.03,0.97,13.29,1.02,22.0,1.04,33.33,1.03,-0.3399339933993399,0.009615384615384623
Brands D.,Chardy J.,0.0,0.29,0.71,2.54,1.49,2.78,1.57,3.45,1.41,-0.19420289855072473,0.1019108280254778
Hernych J.,Gasquet R.,1.0,0.11,0.89,5.74,1.13,7.72,1.17,9.09,1.12,-0.15071507150715072,0.04273504273504258
Monfils G.,Zayed M. S.,0.0,0.97,0.03,1.02,15.03,1.03,30.0,1.03,33.33,0.0,-0.09990999099909986
Ramirez-Hidalgo R.,Kamke T.,1.0,0.39,0.61,5.21,1.15,6.16,1.18,2.56,1.64,0.5844155844155844,-0.28048780487804875
Ferrer D.,Brown D.,0.0,0.88,0.12,1.03,11.62,1.05,17.0,1.14,8.33,-0.07894736842105252,0.51
Lopez F.,Kubot L.,1.0,0.74,0.26,1.47,2.6,1.52,2.92,1.35,3.85,0.11184210526315784,-0.24155844155844158
Brands D.,Safwat M.,0.0,0.87,0.13,1.11,6.21,1.13,9.0,1.15,7.69,-0.017391304347826105,0.14555555555555552
Rosol L.,Lorenzi P.,1.0,0.61,0.39,1.33,3.19,1.4,3.8,1.64,2.56,-0.14634146341463414,0.32631578947368417
Davydenko N.,Youzhny M.,0.0,0.56,0.44,1.73,2.04,1.83,2.22,1.79,2.27,0.021857923497267777,-0.022026431718061595
Kubot L.,Bolelli S.,1.0,0.41,0.59,1.46,2.63,1.57,3.05,2.44,1.69,-0.3565573770491803,0.4459016393442623
Monfils G.,Kohlschreiber P.,0.0,0.52,0.48,2.25,1.61,2.45,1.72,1.92,2.08,0.216326530612245,-0.17307692307692313
Troicki V.,Lacko L.,1.0,0.72,0.28,1.66,2.14,1.77,2.25,1.39,3.57,0.21468926553672324,-0.36974789915966383
Gasquet R.,Zemlja G.,0.0,0.88,0.12,1.17,4.81,1.2,5.65,1.14,8.33,0.050000000000000044,-0.3217286914765906
Kamke T.,Ferrer D.,1.0,0.14,0.86,8.82,1.06,14.0,1.08,7.14,1.16,0.49000000000000005,-0.06896551724137918
Brands D.,Monfils G.,0.0,0.13,0.87,3.87,1.24,4.55,1.29,7.69,1.15,-0.40832249674902477,0.10852713178294583
Lacko L.,Gasquet R.,1.0,0.1,0.9,3.41,1.3,3.8,1.36,10.0,1.11,-0.62,0.1838235294117647
Ferrer D.,Lorenzi P.,0.0,0.92,0.08,1.03,12.52,1.04,21.0,1.09,12.5,-0.04587155963302756,0.40476190476190477
Bolelli S.,Davydenko N.,1.0,0.2,0.8,4.38,1.21,5.46,1.29,5.0,1.25,0.08424908424908424,0.031007751937984523
Gasquet R.,Brands D.,0.0,0.86,0.14,1.23,4.04,1.26,4.5,1.16,7.14,0.07936507936507943,-0.36974789915966383
Ferrer D.,Davydenko N.,1.0,0.61,0.39,1.28,3.57,1.32,4.26,1.64,2.56,-0.19512195121951212,0.3990610328638497
Gasquet R.,Davydenko N.,0.0,0.61,0.39,2.37,1.56,2.9,1.66,1.64,2.56,0.4344827586206897,-0.35156250000000006
Goffin D.,Bellucci T.,1.0,0.72,0.28,1.63,2.22,1.69,2.4,1.39,3.57,0.1775147928994083,-0.3277310924369748
Malisse X.,Klizan M.,0.0,0.41,0.59,2.18,1.65,2.3,1.71,2.44,1.69,-0.05737704918032792,0.01169590643274855
Ramos A.,Rochus O.,1.0,0.38,0.62,2.04,1.74,2.3,1.9,2.63,1.61,-0.1254752851711027,0.15263157894736834
Baker B.,Janowicz J.,0.0,0.15,0.85,2.22,1.63,2.56,1.74,6.67,1.18,-0.616191904047976,0.32183908045977017
Haase R.,Sijsling I.,1.0,0.63,0.37,2.47,1.52,2.7,1.67,1.59,2.7,0.4111111111111111,-0.38148148148148153
Lacko L.,Lorenzi P.,0.0,0.64,0.36,1.54,2.43,1.62,2.68,1.56,2.78,0.03703703703703707,-0.03597122302158261
Soeda G.,Giraldo S.,1.0,0.3,0.7,1.83,1.91,2.0,2.26,3.33,1.43,-0.3993993993993994,0.36725663716814155
Jones G.,Melzer J.,0.0,0.26,0.74,4.11,1.22,4.9,1.26,3.85,1.35,0.21428571428571433,-0.06666666666666672
Zemlja G.,Falla A.,1.0,0.66,0.34,2.16,1.65,2.29,1.79,1.52,2.94,0.33624454148471616,-0.391156462585034
Levine J.,King-Turner D.,0.0,0.91,0.09,1.14,5.45,1.17,6.65,1.1,11.11,0.05982905982905969,-0.40144014401440137
Becker B.,Monfils G.,1.0,0.22,0.78,2.41,1.54,2.55,1.62,4.55,1.28,-0.43956043956043955,0.2098765432098766
Lu Y.H.,Paire B.,0.0,0.41,0.59,1.56,2.36,1.72,2.5,2.44,1.69,-0.29508196721311475,0.324
Rochus O.,Querrey S.,1.0,0.29,0.71,3.51,1.28,3.85,1.35,3.45,1.41,0.10389610389610388,-0.04255319148936158
Malisse X.,Giraldo S.,0.0,0.64,0.36,2.17,1.66,2.41,1.77,1.56,2.78,0.35269709543568467,-0.3633093525179856
Falla A.,Kohlschreiber P.,1.0,0.2,0.8,3.15,1.34,3.4,1.43,5.0,1.25,-0.32,0.12587412587412583
Lacko L.,Bellucci T.,0.0,0.48,0.52,2.02,1.75,2.22,1.83,2.08,1.92,0.06306306306306311,-0.04687499999999993
Baker B.,Levine J.,1.0,0.44,0.56,1.98,1.78,2.2,1.91,2.27,1.79,-0.030837004405286274,0.06282722513089
Monfils G.,Jones G.,0.0,0.95,0.05,1.18,4.69,1.23,5.34,1.05,20.0,0.1463414634146341,-0.733
Sijsling I.,Haas T.,1.0,0.14,0.86,2.59,1.48,3.15,1.59,7.14,1.16,-0.5588235294117647,0.27044025157232715
Ferrer D.,Lu Y.H.,0.0,0.84,0.16,1.09,7.09,1.11,8.8,1.19,6.25,-0.0672268907563024,0.28977272727272735
Malisse X.,Kohlschreiber P.,1.0,0.32,0.68,2.81,1.41,3.25,1.45,3.12,1.47,0.039999999999999966,-0.01360544217687076
Querrey S.,Levine J.,0.0,0.89,0.11,1.27,3.66,1.33,4.1,1.12,9.09,0.15789473684210523,-0.548954895489549
Lacko L.,Ferrer D.,1.0,0.11,0.89,7.07,1.09,9.3,1.12,9.09,1.12,0.02258064516129041,0.0
Monfils G.,Haas T.,0.0,0.52,0.48,2.28,1.6,2.44,1.67,1.92,2.08,0.21311475409836067,-0.19711538461538466
Querrey S.,Kohlschreiber P.,1.0,0.38,0.62,1.6,2.3,1.73,2.64,2.63,1.61,-0.34220532319391633,0.39015151515151514
Ferrer D.,Monfils G.,0.0,0.65,0.35,1.2,4.5,1.25,5.1,1.54,2.86,-0.18831168831168832,0.4392156862745098
Kohlschreiber P.,Ferrer D.,1.0,0.2,0.8,4.73,1.18,5.5,1.22,5.0,1.25,0.09090909090909091,-0.02400000000000002
Istomin D.,Duckworth J.,0.0,0.79,0.21,1.16,4.95,1.22,6.4,1.27,4.76,-0.039370078740157514,0.2562500000000001
Ebden M.,Granollers M.,1.0,0.23,0.77,2.3,1.6,2.5,1.67,4.35,1.3,-0.42528735632183906,0.22155688622754485
Mayer F.,Sousa J.,0.0,0.48,0.52,1.21,4.23,1.26,4.5,2.08,1.92,-0.3942307692307693,0.5733333333333334
Andujar P.,Benneteau J.,1.0,0.28,0.72,4.99,1.16,5.75,1.22,3.57,1.39,0.3791304347826087,-0.12230215827338126
Lopez F.,Chardy J.,0.0,0.54,0.46,1.86,1.88,1.98,2.0,1.85,2.17,0.06565656565656561,-0.07834101382488476
Garcia-Lopez G.,Stepanek R.,1.0,0.27,0.73,2.23,1.62,2.46,1.74,3.7,1.37,-0.33513513513513515,0.21264367816091947
Millman J.,Robredo T.,0.0,0.3,0.7,2.44,1.53,2.55,1.65,3.33,1.43,-0.2342342342342343,0.13333333333333333
Phau B.,Nieminen J.,1.0,0.25,0.75,2.48,1.52,2.92,1.57,4.0,1.33,-0.27,0.15286624203821655
Anderson K.,Bedene A.,0.0,0.74,0.26,1.24,3.91,1.29,5.1,1.35,3.85,-0.04444444444444448,0.2450980392156862
Dimitrov G.,Fognini F.,1.0,0.72,0.28,1.25,3.77,1.29,4.9,1.39,3.57,-0.07194244604316538,0.2714285714285715
Harrison R.,Bautista R.,0.0,0.31,0.69,1.32,3.26,1.44,3.6,3.23,1.45,-0.5541795665634675,0.5972222222222223
Matosevic M.,Tomic B.,1.0,0.37,0.63,3.69,1.26,4.45,1.42,2.7,1.59,0.3932584269662921,-0.10691823899371078
Benneteau J.,Stepanek R.,0.0,0.38,0.62,2.24,1.61,2.4,1.74,2.63,1.61,-0.08745247148288973,0.07471264367816086
Verdasco F.,Istomin D.,1.0,0.61,0.39,1.71,2.07,1.86,2.3,1.64,2.56,0.11827956989247322,-0.10156250000000008
Granollers M.,Fognini F.,0.0,0.53,0.47,1.64,2.21,1.72,2.44,1.89,2.13,-0.08994708994708991,0.12704918032786888
Lopez F.,Anderson K.,1.0,0.4,0.6,2.78,1.42,3.26,1.53,2.5,1.67,0.23312883435582818,-0.08383233532934126
Harrison R.,Isner J.,0.0,0.19,0.81,2.21,1.64,2.38,1.8,5.26,1.23,-0.5475285171102662,0.3166666666666667
Klec I.,Nieminen J.,1.0,0.05,0.95,7.12,1.12,10.25,1.14,20.0,1.05,-0.4875,0.07894736842105252
Seppi A.,Millman J.,0.0,0.67,0.33,1.42,2.79,1.51,3.0,1.49,3.03,0.013245033112582794,-0.009900990099009837
Mayer F.,Tomic B.,1.0,0.47,0.53,2.31,1.59,2.64,1.67,2.13,1.89,0.19318181818181826,-0.1164021164021164
Anderson K.,Istomin D.,0.0,0.69,0.31,1.54,2.4,1.62,2.65,1.45,3.23,0.10493827160493836,-0.17956656346749228
Harrison R.,Benneteau J.,1.0,0.35,0.65,2.0,1.77,2.1,1.88,2.86,1.54,-0.2657342657342657,0.18085106382978716
Tomic B.,Nieminen J.,0.0,0.43,0.57,1.36,3.07,1.47,3.5,2.33,1.75,-0.36909871244635195,0.5
Granollers M.,Seppi A.,1.0,0.54,0.46,2.08,1.71,2.2,1.86,1.85,2.17,0.15909090909090912,-0.1428571428571428
Anderson K.,Benneteau J.,0.0,0.65,0.35,1.6,2.27,1.68,2.44,1.54,2.86,0.08333333333333327,-0.14685314685314682
Seppi A.,Tomic B.,1.0,0.51,0.49,2.54,1.5,2.88,1.58,1.96,2.04,0.3194444444444444,-0.22549019607843135
Tomic B.,Anderson K.,0.0,0.32,0.68,1.65,2.2,1.77,2.44,3.12,1.47,-0.4326923076923077,0.3975409836065574
Johnson S.,Almagro N.,1.0,0.4,0.6,5.49,1.14,7.9,1.19,2.5,1.67,0.6835443037974683,-0.2874251497005988
Nishikori K.,Hanescu V.,0.0,0.92,0.08,1.08,7.79,1.1,10.5,1.09,12.5,0.009090909090909097,-0.16
Reister J.,Rufin G.,1.0,0.15,0.85,1.6,2.28,1.69,2.5,6.67,1.18,-0.7466266866566718,0.528
Berlocq C.,Authom M.,0.0,0.91,0.09,2.15,1.67,2.3,1.75,1.1,11.11,0.5217391304347825,-0.8424842484248425
Dimitrov G.,Benneteau J.,1.0,0.67,0.33,1.55,2.41,1.63,2.88,1.49,3.03,0.08588957055214719,-0.04950495049504948
Gimeno-Traver D.,Kubot L.,0.0,0.44,0.56,3.25,1.33,3.97,1.44,2.27,1.79,0.42821158690176325,-0.19553072625698328
Bemelmans R.,Roger-Vasselin E.,1.0,0.34,0.66,1.72,2.07,1.81,2.38,2.94,1.52,-0.3843537414965986,0.361344537815126
Malisse X.,Andujar P.,0.0,0.61,0.39,1.18,4.59,1.23,5.08,1.64,2.56,-0.24999999999999997,0.49606299212598426
Goffin D.,Verdasco F.,1.0,0.57,0.43,2.19,1.66,2.38,1.8,1.75,2.33,0.2647058823529411,-0.2274678111587983
Wawrinka S.,Stebe C.M.,0.0,0.94,0.06,1.13,5.67,1.17,7.1,1.06,16.67,0.09401709401709392,-0.5740851829634074
Giraldo S.,Harrison R.,1.0,0.47,0.53,2.0,1.77,2.12,1.91,2.13,1.89,-0.004694835680751074,0.010471204188481685
Donskoy E.,Ungur A.,0.0,0.83,0.17,1.32,3.31,1.4,4.4,1.2,5.88,0.14285714285714282,-0.2517006802721088
Russell M.,Berdych T.,1.0,0.1,0.9,12.31,1.03,19.0,1.05,10.0,1.11,0.47368421052631576,-0.0540540540540541
Djokovic N.,Mathieu P.H.,0.0,0.95,0.05,1.01,21.7,1.02,46.0,1.05,20.0,-0.028571428571428595,0.5652173913043478
Ebden M.,Youzhny M.,1.0,0.17,0.83,4.93,1.17,6.7,1.2,5.88,1.2,0.12238805970149258,0.0
Melzer J.,Kukushkin M.,0.0,0.68,0.32,1.16,5.17,1.22,6.34,1.47,3.12,-0.17006802721088435,0.5078864353312302
Cipolla F.,Kamke T.,1.0,0.46,0.54,3.52,1.3,4.4,1.36,2.17,1.85,0.5068181818181818,-0.2648648648648648
Baker B.,Bogomolov A.,0.0,0.35,0.65,1.71,2.08,1.85,2.25,2.86,1.54,-0.35314685314685307,0.31555555555555553
Karlovic I.,Smyczek T.,1.0,0.59,0.41,1.73,2.07,1.8,2.34,1.69,2.44,0.061111111111111165,-0.04098360655737709
Devvarman S.,Phau B.,0.0,0.4,0.6,2.95,1.39,3.45,1.42,2.5,1.67,0.27536231884057977,-0.14970059880239522
Monaco J.,Kuznetsov An.,1.0,0.7,0.3,1.26,3.8,1.31,4.0,1.43,3.33,-0.08391608391608384,0.16749999999999998
Lopez F.,Brugues-Davi A.,0.0,0.87,0.13,1.19,4.64,1.22,5.5,1.15,7.69,0.05737704918032792,-0.28478543563068925
Millman J.,Ito T.,1.0,0.72,0.28,1.3,3.48,1.36,4.05,1.39,3.57,-0.021582733812949503,0.11851851851851852
Janowicz J.,Bolelli S.,0.0,0.73,0.27,1.34,3.18,1.42,3.75,1.37,3.7,0.03521126760563368,0.013333333333333286
Rochus O.,Ferrer D.,1.0,0.19,0.81,15.09,1.02,31.0,1.04,5.26,1.23,0.8303225806451614,-0.1544715447154471
Lacko L.,Muller G.,0.0,0.44,0.56,1.53,2.47,1.57,2.88,2.27,1.79,-0.3083700440528634,0.3784722222222222
Troicki V.,Stepanek R.,1.0,0.53,0.47,1.49,2.59,1.56,2.88,1.89,2.13,-0.17460317460317454,0.2604166666666667
Bautista R.,Fognini F.,0.0,0.69,0.31,2.0,1.77,2.18,1.89,1.45,3.23,0.33486238532110096,-0.4148606811145511
Munoz-De La Nava D.,Querrey S.,1.0,0.21,0.79,8.43,1.07,13.0,1.09,4.76,1.27,0.6338461538461538,-0.14173228346456687
Tipsarevic J.,Hewitt L.,0.0,0.32,0.68,1.64,2.22,1.74,2.7,3.12,1.47,-0.44230769230769235,0.4555555555555556
Lorenzi P.,Anderson K.,1.0,0.15,0.85,8.1,1.07,12.0,1.1,6.67,1.18,0.44416666666666665,-0.0677966101694914
Baghdatis M.,Ramos A.,0.0,0.78,0.22,1.08,7.5,1.1,9.4,1.28,4.55,-0.14062499999999994,0.5159574468085106
Haase R.,Murray A.,1.0,0.05,0.95,16.54,1.02,30.0,1.03,20.0,1.05,0.3333333333333333,-0.019047619047619063
Kavcic B.,Bellucci T.,0.0,0.46,0.54,3.26,1.33,3.8,1.37,2.17,1.85,0.42894736842105263,-0.2594594594594594
Williams R.,Mayer F.,1.0,0.1,0.9,5.01,1.16,7.5,1.2,10.0,1.11,-0.25,0.07499999999999989
Sousa J.,Smith J.P.,0.0,0.86,0.14,1.67,2.16,1.8,2.26,1.16,7.14,0.3555555555555556,-0.6834733893557423
Stakhovsky S.,Berankis R.,1.0,0.43,0.57,2.42,1.55,2.68,1.58,2.33,1.75,0.13059701492537315,-0.0971428571428571
Seppi A.,Zeballos H.,0.0,0.73,0.27,1.22,4.19,1.26,4.95,1.37,3.7,-0.08029197080291978,0.25252525252525254
Sijsling I.,Istomin D.,1.0,0.29,0.71,2.75,1.43,3.1,1.5,3.45,1.41,-0.10144927536231886,0.06000000000000005
Raonic M.,Hajek J.,0.0,0.96,0.04,1.03,12.38,1.05,23.0,1.04,25.0,0.009523809523809532,-0.08
Saville L.,Soeda G.,1.0,0.19,0.81,5.01,1.17,6.45,1.2,5.26,1.23,0.18449612403100782,-0.024390243902439046
Duckworth J.,Mitchell B.,0.0,0.92,0.08,1.54,2.45,1.62,2.75,1.09,12.5,0.3271604938271605,-0.78
Ouanna J.,Falla A.,1.0,0.42,0.58,3.36,1.31,3.6,1.37,2.38,1.72,0.33888888888888896,-0.20348837209302317
Chardy J.,Menendez-Maceiras A.,0.0,0.94,0.06,1.24,3.99,1.3,4.5,1.06,16.67,0.1846153846153846,-0.7300539892021596
Pella G.,Weintraub A.,1.0,0.56,0.44,1.72,2.08,1.82,2.22,1.79,2.27,0.016483516483516498,-0.022026431718061595
Kohlschreiber P.,Darcis S.,0.0,0.76,0.24,1.12,6.12,1.14,9.4,1.32,4.17,-0.13636363636363646,0.5563829787234043
Llodra M.,Tsonga J.W.,1.0,0.15,0.85,7.74,1.08,9.8,1.11,6.67,1.18,0.31938775510204087,-0.059322033898304954
Federer R.,Paire B.,0.0,0.92,0.08,1.02,16.98,1.03,29.0,1.09,12.5,-0.05504587155963307,0.5689655172413793
Robredo T.,Levine J.,1.0,0.73,0.27,2.14,1.69,2.36,1.77,1.37,3.7,0.41949152542372875,-0.5216216216216216
Dodig I.,Wu D.,0.0,0.94,0.06,1.16,5.12,1.2,6.0,1.06,16.67,0.11666666666666659,-0.6400719856028795
Zemlja G.,Granollers M.,1.0,0.36,0.64,2.27,1.62,2.5,1.71,2.78,1.56,-0.1007194244604316,0.08771929824561399
Cilic M.,Matosevic M.,0.0,0.78,0.22,1.18,4.79,1.22,5.7,1.28,4.55,-0.04687500000000004,0.20175438596491233
Baker J.,Rosol L.,1.0,0.11,0.89,3.25,1.34,3.5,1.39,9.09,1.12,-0.6149614961496149,0.19424460431654664
Del Potro J.M.,Mannarino A.,0.0,0.9,0.1,1.06,9.58,1.08,14.0,1.11,10.0,-0.02702702702702705,0.2857142857142857
Haas T.,Nieminen J.,1.0,0.7,0.3,1.39,2.96,1.45,3.5,1.43,3.33,0.013793103448275874,0.04857142857142855
Becker B.,Bedene A.,0.0,0.48,0.52,2.12,1.71,2.38,1.83,2.08,1.92,0.12605042016806717,-0.04687499999999993
Volandri F.,Simon G.,1.0,0.1,0.9,11.93,1.03,17.0,1.05,10.0,1.11,0.4117647058823529,-0.0540540540540541
Lu Y.H.,Ramirez-Hidalgo R.,0.0,0.71,0.29,1.06,9.01,1.08,12.0,1.41,3.45,-0.23404255319148926,0.7125
Montanes A.,Gasquet R.,1.0,0.11,0.89,14.62,1.02,23.0,1.04,9.09,1.12,0.6047826086956521,-0.07142857142857148
Davydenko N.,Sela D.,0.0,0.75,0.25,1.18,4.63,1.26,5.58,1.33,4.0,-0.05263157894736847,0.2831541218637993
Garcia-Lopez G.,Ram R.,1.0,0.75,0.25,1.43,2.75,1.5,3.1,1.33,4.0,0.11333333333333329,-0.22499999999999998
Brands D.,Klizan M.,0.0,0.37,0.63,1.77,2.01,1.89,2.13,2.7,1.59,-0.3000000000000001,0.2535211267605633
Dolgopolov O.,Monfils G.,1.0,0.39,0.61,1.61,2.28,1.72,2.58,2.56,1.64,-0.328125,0.36434108527131787
Tomic B.,Mayer L.,0.0,0.66,0.34,1.06,8.87,1.1,13.0,1.52,2.94,-0.2763157894736842,0.7738461538461539
Gimeno-Traver D.,Almagro N.,1.0,0.16,0.84,7.12,1.09,9.65,1.12,6.25,1.19,0.3523316062176166,-0.05882352941176457
Nishikori K.,Berlocq C.,0.0,0.9,0.1,1.06,9.34,1.08,14.0,1.11,10.0,-0.02702702702702705,0.2857142857142857
Devvarman S.,Janowicz J.,1.0,0.33,0.67,4.72,1.18,6.0,1.25,3.03,1.49,0.49500000000000005,-0.1610738255033557
Querrey S.,Baker B.,0.0,0.88,0.12,1.18,4.83,1.2,5.7,1.14,8.33,0.050000000000000044,-0.3157262905162065
Bautista R.,Melzer J.,1.0,0.55,0.45,2.02,1.76,2.26,1.85,1.82,2.22,0.19469026548672555,-0.1666666666666667
