Date,Pl0,Pl1,Winner,Pl0 %,Pl1 %,Pl0 Avg odds,Pl1 Avg odds,Pl0 Max odds,Pl1 Max odds,Fair odds for Pl0,Fair odds for Pl1,Bet on Pl0 Value,Bet on Pl1 Value
2018-10-09,Chardy J.,Djokovic N.,1.0,0.06,0.94,9.89,1.06,12.03,1.09,16.67,1.06,-0.2783443311337734,0.027522935779816536
2018-10-09,Jarry N.,Cilic M.,0.0,0.22,0.78,4.87,1.18,5.3,1.23,4.55,1.28,0.14150943396226415,-0.039062500000000035
2018-10-09,Klahn B.,Coric B.,1.0,0.15,0.85,3.52,1.31,3.96,1.33,6.67,1.18,-0.4062968515742129,0.11278195488721814
2018-10-10,Zverev A.,Basilashvili N.,0.0,0.78,0.22,1.42,2.92,1.49,3.5,1.28,4.55,0.14093959731543623,-0.23076923076923073
2018-10-10,Paire B.,De Minaur A.,1.0,0.34,0.66,2.32,1.62,2.45,1.73,2.94,1.52,-0.1666666666666666,0.1213872832369942
2018-10-10,Edmund K.,Seppi A.,0.0,0.49,0.51,1.32,3.41,1.37,3.6,2.04,1.96,-0.32843137254901955,0.4555555555555556
2018-10-10,Khachanov K.,Tsitsipas S.,1.0,0.25,0.75,1.6,2.37,1.65,2.5,4.0,1.33,-0.5875,0.46799999999999997
2018-10-10,Cecchinato M.,Chung H.,0.0,0.22,0.78,3.93,1.26,4.4,1.3,4.55,1.28,-0.03296703296703285,0.015384615384615398
2018-10-10,Gasquet R.,Del Potro J.M.,1.0,0.15,0.85,3.2,1.36,3.5,1.4,6.67,1.18,-0.4752623688155922,0.15714285714285714
2018-10-10,Anderson K.,Kukushkin M.,0.0,0.81,0.19,1.36,3.16,1.4,3.4,1.23,5.26,0.12142857142857139,-0.3536121673003802
2018-10-10,Mcdonald M.,Bautista Agut R.,1.0,0.18,0.82,3.31,1.34,3.5,1.36,5.56,1.22,-0.37050359712230213,0.10294117647058831
2018-10-10,Nishikori K.,Wu Y.,0.0,0.97,0.03,1.1,7.31,1.11,8.25,1.03,33.33,0.07207207207207213,-0.7524752475247525
2018-10-10,Fritz T.,Querrey S.,1.0,0.37,0.63,2.02,1.8,2.15,1.86,2.7,1.59,-0.20370370370370378,0.14516129032258066
2018-10-10,Federer R.,Medvedev D.,0.0,0.78,0.22,1.21,4.43,1.27,4.95,1.28,4.55,-0.007812500000000007,0.08080808080808087
2018-10-11,Jarry N.,Edmund K.,1.0,0.24,0.76,2.76,1.46,2.9,1.5,4.17,1.32,-0.30455635491606714,0.11999999999999995
2018-10-11,Zverev A.,De Minaur A.,0.0,0.65,0.35,1.3,3.6,1.33,3.8,1.54,2.86,-0.13636363636363633,0.24736842105263157
2018-10-11,Tsitsipas S.,Anderson K.,1.0,0.48,0.52,2.37,1.6,2.5,1.66,2.08,1.92,0.16799999999999998,-0.13541666666666669
2018-10-11,Djokovic N.,Cecchinato M.,0.0,0.98,0.02,1.04,11.44,1.07,17.75,1.02,50.0,0.04672897196261686,-0.645
2018-10-11,Querrey S.,Nishikori K.,1.0,0.23,0.77,2.68,1.48,2.81,1.53,4.35,1.3,-0.35402298850574704,0.1503267973856209
2018-10-11,Federer R.,Bautista Agut R.,0.0,0.86,0.14,1.13,6.28,1.17,7.75,1.16,7.14,0.008547008547008555,0.07870967741935488
2018-10-11,Gojowczyk P.,Ebden M.,1.0,0.63,0.37,2.03,1.81,2.12,1.9,1.59,2.7,0.25,-0.2962962962962964
2018-10-11,Coric B.,Del Potro J.M.,0.0,0.23,0.77,2.36,1.61,2.6,1.74,4.35,1.3,-0.4022988505747126,0.2528735632183908
2018-10-12,Edmund K.,Zverev A.,1.0,0.2,0.8,3.4,1.33,3.7,1.36,5.0,1.25,-0.25999999999999995,0.08088235294117653
2018-10-12,Djokovic N.,Anderson K.,0.0,0.84,0.16,1.17,5.17,1.19,5.8,1.19,6.25,0.0,-0.07200000000000002
2018-10-12,Ebden M.,Coric B.,1.0,0.18,0.82,3.11,1.38,3.25,1.41,5.56,1.22,-0.41546762589928055,0.13475177304964536
2018-10-12,Federer R.,Nishikori K.,0.0,0.82,0.18,1.43,2.88,1.48,3.05,1.22,5.56,0.17567567567567569,-0.4514388489208633
2018-10-13,Zverev A.,Djokovic N.,1.0,0.22,0.78,3.32,1.34,3.5,1.38,4.55,1.28,-0.23076923076923073,0.07246376811594193
2018-10-13,Coric B.,Federer R.,0.0,0.13,0.87,3.55,1.31,4.0,1.36,7.69,1.15,-0.4798439531859558,0.15441176470588247
2018-10-14,Coric B.,Djokovic N.,1.0,0.14,0.86,6.01,1.14,7.04,1.25,7.14,1.16,-0.014005602240896309,0.07200000000000006
2018-10-15,Pospisil V.,Mayer L.,0.0,0.55,0.45,1.71,2.15,1.81,2.3,1.82,2.22,-0.005494505494505499,0.034782608695652015
2018-10-15,Jarry N.,Mcdonald M.,1.0,0.36,0.64,1.86,1.96,1.93,2.06,2.78,1.56,-0.3057553956834532,0.24271844660194175
2018-10-15,Vesely J.,Munar J.,0.0,0.58,0.42,1.74,2.11,1.83,2.25,1.72,2.38,0.06010928961748639,-0.05462184873949576
2018-10-15,Tiafoe F.,Lopez F.,1.0,0.43,0.57,1.49,2.65,1.53,2.76,2.33,1.75,-0.34334763948497854,0.3659420289855072
2018-10-16,Ivashka I.,Haase R.,0.0,0.34,0.66,1.95,1.86,2.05,1.93,2.94,1.52,-0.3027210884353742,0.21243523316062174
2018-10-16,Lestienne C.,Struff J.L.,1.0,0.11,0.89,2.72,1.46,2.98,1.52,9.09,1.12,-0.6721672167216721,0.26315789473684204
2018-10-16,Ramos-Vinolas A.,Robert S.,0.0,0.69,0.31,1.56,2.48,1.66,2.65,1.45,3.23,0.12650602409638553,-0.17956656346749228
2018-10-16,Stakhovsky S.,Simon G.,1.0,0.25,0.75,3.32,1.34,3.6,1.37,4.0,1.33,-0.09999999999999998,0.029197080291970826
2018-10-16,Tsonga J.W.,Pella G.,0.0,0.81,0.19,1.57,2.43,1.62,2.66,1.23,5.26,0.2407407407407408,-0.494296577946768
2018-10-16,Bemelmans R.,Monfils G.,1.0,0.11,0.89,3.07,1.38,3.3,1.42,9.09,1.12,-0.636963696369637,0.2112676056338027
2018-10-17,Caruso S.,Bhambri Y.,0.0,0.51,0.49,1.45,2.77,1.58,3.1,1.96,2.04,-0.1938775510204081,0.3419354838709677
2018-10-17,Granollers M.,Norrie C.,1.0,0.47,0.53,1.91,1.9,2.05,2.0,2.13,1.89,-0.037558685446009425,0.05500000000000005
2018-10-17,Simon G.,Mcdonald M.,0.0,0.7,0.3,1.46,2.73,1.5,2.85,1.43,3.33,0.04666666666666671,-0.14414414414414414
2018-10-17,Lopez F.,Struff J.L.,1.0,0.53,0.47,2.39,1.58,2.55,1.65,1.89,2.13,0.2588235294117647,-0.22535211267605634
2018-10-17,Gasquet R.,Vesely J.,0.0,0.82,0.18,1.24,4.07,1.28,4.6,1.22,5.56,0.04687500000000004,-0.17266187050359713
2018-10-17,Raonic M.,Pospisil V.,1.0,0.85,0.15,1.24,4.06,1.29,4.6,1.18,6.67,0.08527131782945743,-0.31034482758620696
2018-10-18,Schwartzman D.,Norrie C.,0.0,0.65,0.35,1.55,2.46,1.61,2.6,1.54,2.86,0.04347826086956525,-0.09090909090909084
2018-10-18,Caruso S.,Ivashka I.,1.0,0.37,0.63,3.69,1.29,4.0,1.32,2.7,1.59,0.32499999999999996,-0.16981132075471697
2018-10-18,Monfils G.,Tsonga J.W.,0.0,0.45,0.55,1.57,2.44,1.65,2.78,2.22,1.82,-0.25675675675675685,0.34532374100719415
2018-10-18,Ramos-Vinolas A.,Edmund K.,1.0,0.28,0.72,4.41,1.22,4.8,1.25,3.57,1.39,0.25625000000000003,-0.1007194244604316
2018-10-19,Schwartzman D.,Simon G.,0.0,0.54,0.46,2.38,1.6,2.55,1.66,1.85,2.17,0.27450980392156854,-0.2350230414746544
2018-10-19,Struff J.L.,Gasquet R.,1.0,0.29,0.71,2.44,1.57,2.6,1.63,3.45,1.41,-0.2463768115942029,0.13496932515337423
2018-10-19,Monfils G.,Pospisil V.,0.0,0.78,0.22,1.58,2.43,1.62,2.68,1.28,4.55,0.2098765432098766,-0.4109890109890109
2018-10-19,Ivashka I.,Edmund K.,1.0,0.24,0.76,4.21,1.23,4.7,1.27,4.17,1.32,0.11276595744680856,-0.03787878787878791
2018-10-20,Monfils G.,Schwartzman D.,0.0,0.52,0.48,1.63,2.31,1.7,2.55,1.92,2.08,-0.11458333333333333,0.184313725490196
2018-10-20,Gasquet R.,Edmund K.,1.0,0.62,0.38,2.34,1.62,2.5,1.72,1.61,2.63,0.356,-0.3460076045627376
2018-10-21,Edmund K.,Monfils G.,0.0,0.31,0.69,2.04,1.8,2.2,1.91,3.23,1.45,-0.31888544891640863,0.24083769633507854
2018-10-15,Djere L.,Bedene A.,1.0,0.31,0.69,3.99,1.25,4.46,1.29,3.23,1.45,0.2757847533632287,-0.11034482758620684
2018-10-15,Rosol L.,Berrettini M.,0.0,0.39,0.61,2.98,1.4,3.15,1.44,2.56,1.64,0.18730158730158727,-0.1219512195121951
2018-10-15,Karlovskiy E.,Mannarino A.,1.0,0.06,0.94,2.92,1.41,3.22,1.47,16.67,1.06,-0.8068386322735452,0.2789115646258503
2018-10-16,Berankis R.,Istomin D.,0.0,0.4,0.6,2.43,1.57,2.7,1.61,2.5,1.67,0.07407407407407414,-0.03592814371257475
2018-10-16,Dzumhur D.,Gerasimov E.,1.0,0.69,0.31,1.6,2.33,1.75,2.66,1.45,3.23,0.17142857142857146,-0.17647058823529407
2018-10-16,Donskoy E.,Kukushkin M.,0.0,0.31,0.69,2.9,1.41,3.1,1.45,3.23,1.45,-0.040247678018575817,0.0
2018-10-16,Jaziri M.,Basic M.,1.0,0.36,0.64,1.7,2.15,1.77,2.31,2.78,1.56,-0.3633093525179856,0.3246753246753247
2018-10-16,Paire B.,Zverev M.,0.0,0.64,0.36,1.49,2.63,1.58,2.86,1.56,2.78,0.012658227848101276,0.027972027972028
2018-10-16,Horansky F.,Lajovic D.,1.0,0.18,0.82,4.13,1.23,4.5,1.27,5.56,1.22,-0.19064748201438844,0.039370078740157514
2018-10-16,Seppi A.,Klizan M.,0.0,0.58,0.42,2.48,1.54,2.78,1.61,1.72,2.38,0.38129496402877694,-0.3235294117647058
2018-10-16,Rublev A.,Kyrgios N.,1.0,0.29,0.71,2.29,1.63,2.41,1.72,3.45,1.41,-0.30144927536231886,0.18023255813953493
2018-10-17,Herbert P.H.,Bublik A.,0.0,0.47,0.53,1.57,2.43,1.65,2.63,2.13,1.89,-0.22535211267605634,0.2813688212927757
2018-10-17,Bedene A.,Berankis R.,1.0,0.55,0.45,1.65,2.26,1.69,2.37,1.82,2.22,-0.0714285714285715,0.06329113924050629
2018-10-17,Gerasimov E.,Paire B.,0.0,0.8,0.2,2.33,1.61,2.5,1.68,1.25,5.0,0.5,-0.664
2018-10-17,Rosol L.,Khachanov K.,1.0,0.22,0.78,5.7,1.14,6.35,1.17,4.55,1.28,0.28346456692913385,-0.08593750000000007
2018-10-17,Mannarino A.,Cecchinato M.,0.0,0.58,0.42,1.62,2.3,1.68,2.45,1.72,2.38,-0.023255813953488393,0.028571428571428685
2018-10-18,Herbert P.H.,Seppi A.,1.0,0.34,0.66,1.82,2.0,1.9,2.1,2.94,1.52,-0.35374149659863946,0.2761904761904762
2018-10-18,Krajinovic F.,Donskoy E.,0.0,0.78,0.22,1.42,2.88,1.48,3.07,1.28,4.55,0.13513513513513511,-0.3252747252747253
2018-10-18,Lajovic D.,Medvedev D.,1.0,0.17,0.83,3.31,1.33,3.5,1.37,5.88,1.2,-0.40476190476190477,0.12408759124087601
2018-10-18,Basic M.,Kyrgios N.,0.0,0.26,0.74,4.36,1.22,4.65,1.24,3.85,1.35,0.1720430107526882,-0.08148148148148154
2018-10-19,Gerasimov E.,Mannarino A.,1.0,0.39,0.61,2.11,1.75,2.2,1.82,2.56,1.64,-0.14062499999999994,0.09890109890109898
2018-10-19,Seppi A.,Krajinovic F.,0.0,0.4,0.6,2.28,1.65,2.45,1.73,2.5,1.67,-0.019999999999999928,0.03468208092485552
2018-10-19,Berankis R.,Medvedev D.,1.0,0.19,0.81,5.21,1.17,5.7,1.19,5.26,1.23,0.07719298245614041,-0.032520325203252064
2018-10-19,Khachanov K.,Basic M.,0.0,0.53,0.47,1.11,6.64,1.15,7.5,1.89,2.13,-0.39153439153439157,0.716
2018-10-20,Seppi A.,Mannarino A.,1.0,0.46,0.54,1.69,2.2,1.74,2.3,2.17,1.85,-0.19815668202764974,0.19565217391304338
2018-10-20,Khachanov K.,Medvedev D.,0.0,0.39,0.61,1.93,1.9,2.0,2.01,2.56,1.64,-0.21875000000000003,0.18407960199004972
2018-10-21,Mannarino A.,Khachanov K.,1.0,0.41,0.59,4.48,1.21,4.97,1.25,2.44,1.69,0.5090543259557344,-0.2603550295857988
2018-10-15,Kudla D.,Garcia-Lopez G.,0.0,0.34,0.66,1.52,2.56,1.57,2.73,2.94,1.52,-0.4659863945578231,0.4432234432234432
2018-10-15,Marterer M.,Ymer E.,1.0,0.61,0.39,1.73,2.12,1.8,2.21,1.64,2.56,0.08888888888888896,-0.13671875000000003
2018-10-16,Chung H.,Fritz T.,0.0,0.59,0.41,1.81,2.02,1.91,2.12,1.69,2.44,0.11518324607329843,-0.13114754098360648
2018-10-16,Popyrin A.,Millman J.,1.0,0.31,0.69,2.87,1.42,3.1,1.5,3.23,1.45,-0.040247678018575817,0.03333333333333336
2018-10-16,Verdasco F.,Ebden M.,0.0,0.78,0.22,1.54,2.48,1.6,2.6,1.28,4.55,0.20000000000000004,-0.42857142857142855
2018-10-16,Pouille L.,Sandgren T.,1.0,0.76,0.24,1.46,2.73,1.5,2.9,1.32,4.17,0.11999999999999995,-0.30455635491606714
2018-10-16,Lacko L.,Daniel T.,0.0,0.61,0.39,2.06,1.77,2.25,1.83,1.64,2.56,0.27111111111111114,-0.28515625
2018-10-16,Ymer M.,Gulbis E.,1.0,0.22,0.78,2.79,1.44,3.13,1.53,4.55,1.28,-0.3120879120879121,0.16339869281045752
2018-10-16,Klahn B.,Copil M.,0.0,0.31,0.69,2.32,1.62,2.48,1.76,3.23,1.45,-0.23219814241486067,0.17613636363636367
2018-10-16,De Minaur A.,Kohlschreiber P.,1.0,0.71,0.29,1.55,2.46,1.61,2.62,1.41,3.45,0.12422360248447216,-0.24057971014492754
2018-10-17,Otte O.,Zopp J.,0.0,0.81,0.19,1.88,1.94,2.05,2.02,1.23,5.26,0.39999999999999997,-0.6159695817490494
2018-10-17,Polansky P.,Shapovalov D.,1.0,0.13,0.87,4.52,1.2,4.95,1.25,7.69,1.15,-0.3563068920676203,0.08000000000000007
2018-10-17,Tsitsipas S.,Millman J.,0.0,0.77,0.23,1.52,2.56,1.55,2.87,1.3,4.35,0.16129032258064516,-0.3402298850574712
2018-10-17,Ymer E.,Sock J.,1.0,0.07,0.93,2.71,1.46,2.93,1.54,14.29,1.08,-0.794961511546536,0.2987012987012987
2018-10-17,Chung H.,Kudla D.,0.0,0.82,0.18,1.41,2.92,1.46,3.1,1.22,5.56,0.1643835616438356,-0.4424460431654676
2018-10-18,Otte O.,Sandgren T.,1.0,0.21,0.79,2.93,1.41,3.11,1.44,4.76,1.27,-0.34663865546218486,0.11805555555555551
2018-10-18,Fognini F.,Lacko L.,0.0,0.76,0.24,1.36,3.15,1.41,3.4,1.32,4.17,0.06382978723404245,-0.18465227817745805
2018-10-18,Verdasco F.,Kohlschreiber P.,1.0,0.47,0.53,1.67,2.21,1.82,2.3,2.13,1.89,-0.14553990610328632,0.17826086956521736
2018-10-18,Isner J.,Klahn B.,0.0,0.93,0.07,1.27,3.84,1.3,4.18,1.08,14.29,0.1692307692307692,-0.7074877536738978
2018-10-18,Shapovalov D.,Gulbis E.,1.0,0.51,0.49,1.43,2.85,1.5,3.1,1.96,2.04,-0.2346938775510204,0.3419354838709677
2018-10-19,Fognini F.,Chung H.,0.0,0.56,0.44,2.23,1.67,2.37,1.77,1.79,2.27,0.24472573839662448,-0.22026431718061673
2018-10-19,Kohlschreiber P.,Tsitsipas S.,1.0,0.31,0.69,2.49,1.55,2.65,1.59,3.23,1.45,-0.17956656346749228,0.08805031446540888
2018-10-19,Gulbis E.,Sock J.,0.0,0.35,0.65,1.75,2.1,1.89,2.2,2.86,1.54,-0.33916083916083917,0.30000000000000004
2018-10-19,Sandgren T.,Isner J.,1.0,0.24,0.76,3.53,1.31,3.8,1.34,4.17,1.32,-0.08872901678657077,0.01492537313432837
2018-10-20,Tsitsipas S.,Fognini F.,0.0,0.77,0.23,1.66,2.23,1.74,2.38,1.3,4.35,0.2528735632183908,-0.4528735632183908
2018-10-20,Isner J.,Gulbis E.,1.0,0.76,0.24,1.62,2.33,1.69,2.55,1.32,4.17,0.2189349112426035,-0.38848920863309355
2018-10-21,Tsitsipas S.,Gulbis E.,0.0,0.73,0.27,1.43,2.88,1.46,3.05,1.37,3.7,0.06164383561643826,-0.17567567567567577
2018-10-22,Djere L.,Fritz T.,1.0,0.24,0.76,2.27,1.64,2.37,1.7,4.17,1.32,-0.4316546762589928,0.22352941176470584
2018-10-22,Cilic M.,Shapovalov D.,0.0,0.67,0.33,1.43,2.83,1.5,3.05,1.49,3.03,0.006666666666666672,0.006557377049180334
2018-10-22,Cecchinato M.,Laaksonen H.,1.0,0.43,0.57,1.63,2.3,1.67,2.43,2.33,1.75,-0.28326180257510736,0.2798353909465021
2018-10-22,Copil M.,Harrison R.,0.0,0.41,0.59,1.56,2.45,1.65,2.6,2.44,1.69,-0.3237704918032787,0.35000000000000003
2018-10-23,Ebden M.,Popyrin A.,1.0,0.58,0.42,1.66,2.23,1.75,2.4,1.72,2.38,0.017142857142857158,0.008333333333333342
2018-10-23,Seppi A.,Daniel T.,0.0,0.82,0.18,1.51,2.59,1.56,2.8,1.22,5.56,0.21794871794871798,-0.49640287769784175
2018-10-23,Marterer M.,Medvedev D.,1.0,0.08,0.92,3.94,1.25,4.25,1.28,12.5,1.09,-0.66,0.14843749999999994
2018-10-23,Struff J.L.,Millman J.,0.0,0.44,0.56,1.93,1.88,2.0,1.96,2.27,1.79,-0.11894273127753305,0.08673469387755099
2018-10-23,Jarry N.,Gojowczyk P.,1.0,0.34,0.66,1.96,1.85,2.08,1.93,2.94,1.52,-0.292517006802721,0.21243523316062174
2018-10-23,Federer R.,Krajinovic F.,0.0,0.88,0.12,1.09,7.51,1.11,8.5,1.14,8.33,-0.026315789473684043,0.01999999999999999
2018-10-23,Mayer L.,Simon G.,1.0,0.28,0.72,2.82,1.43,2.95,1.47,3.57,1.39,-0.17366946778711476,0.05442176870748304
2018-10-24,Bautista Agut R.,Sousa J.,0.0,0.71,0.29,1.29,3.6,1.32,3.85,1.41,3.45,-0.06382978723404245,0.10389610389610388
2018-10-24,Mannarino A.,Lajovic D.,1.0,0.68,0.32,1.82,2.0,1.93,2.08,1.47,3.12,0.23834196891191708,-0.3333333333333333
2018-10-24,Gulbis E.,Sock J.,0.0,0.33,0.67,2.01,1.81,2.1,1.87,3.03,1.49,-0.30693069306930687,0.20320855614973268
2018-10-24,Chardy J.,Tsitsipas S.,1.0,0.24,0.76,2.84,1.43,3.0,1.47,4.17,1.32,-0.2805755395683453,0.10204081632653056
2018-10-24,Zverev A.,Haase R.,0.0,0.82,0.18,1.19,4.74,1.22,5.16,1.22,5.56,0.0,-0.07194244604316538
2018-10-24,Cilic M.,Copil M.,1.0,0.82,0.18,1.21,4.47,1.24,5.15,1.22,5.56,0.01612903225806453,-0.07374100719424448
2018-10-24,Fritz T.,Laaksonen H.,0.0,0.7,0.3,1.32,3.43,1.37,3.6,1.43,3.33,-0.04195804195804184,0.075
2018-10-25,Seppi A.,Medvedev D.,1.0,0.24,0.76,3.12,1.37,3.41,1.42,4.17,1.32,-0.1822541966426858,0.07042253521126751
2018-10-25,Tsitsipas S.,Gojowczyk P.,0.0,0.69,0.31,1.28,3.71,1.35,4.05,1.45,3.23,-0.06896551724137923,0.2024691358024691
2018-10-25,Lajovic D.,Bautista Agut R.,1.0,0.16,0.84,3.21,1.35,3.5,1.39,6.25,1.19,-0.44,0.1438848920863309
2018-10-25,Zverev A.,Popyrin A.,0.0,0.82,0.18,1.1,7.2,1.13,8.6,1.22,5.56,-0.07377049180327876,0.35348837209302325
2018-10-25,Struff J.L.,Federer R.,1.0,0.07,0.93,5.11,1.17,5.9,1.2,14.29,1.08,-0.5871238628411476,0.09999999999999991
2018-10-25,Simon G.,Gulbis E.,0.0,0.62,0.38,1.47,2.71,1.54,2.92,1.61,2.63,-0.04347826086956525,0.0993150684931507
2018-10-26,Fritz T.,Copil M.,1.0,0.6,0.4,1.97,1.86,2.1,2.0,1.67,2.5,0.20476190476190484,-0.2
2018-10-26,Zverev A.,Bautista Agut R.,0.0,0.71,0.29,1.28,3.73,1.31,4.3,1.41,3.45,-0.07092198581560274,0.1976744186046511
2018-10-26,Simon G.,Federer R.,1.0,0.1,0.9,5.06,1.17,5.65,1.21,10.0,1.11,-0.43499999999999994,0.08264462809917344
2018-10-26,Medvedev D.,Tsitsipas S.,0.0,0.58,0.42,2.24,1.66,2.39,1.72,1.72,2.38,0.28033472803347287,-0.27731092436974786
2018-10-27,Zverev A.,Copil M.,1.0,0.81,0.19,1.19,4.87,1.23,6.08,1.23,5.26,0.0,0.13486842105263164
2018-10-27,Federer R.,Medvedev D.,0.0,0.78,0.22,1.35,3.28,1.4,3.84,1.28,4.55,0.08571428571428563,-0.15604395604395604
2018-10-28,Copil M.,Federer R.,1.0,0.04,0.96,6.46,1.12,7.5,1.15,25.0,1.04,-0.7,0.09565217391304338
2018-10-22,Fucsovics M.,Auger-Aliassime F.,0.0,0.47,0.53,1.59,2.37,1.65,2.56,2.13,1.89,-0.22535211267605634,0.26171875000000006
2018-10-22,Ramos-Vinolas A.,Coric B.,1.0,0.3,0.7,7.33,1.09,8.27,1.15,3.33,1.43,0.5973397823458283,-0.19580419580419584
2018-10-22,Rublev A.,Kudla D.,0.0,0.74,0.26,1.65,2.26,1.73,2.4,1.35,3.85,0.2196531791907514,-0.37662337662337664
2018-10-22,Basilashvili N.,Anderson K.,1.0,0.27,0.73,3.02,1.39,3.16,1.42,3.7,1.37,-0.14594594594594595,0.03521126760563368
2018-10-22,Melzer J.,Raonic M.,0.0,0.27,0.73,5.24,1.17,6.92,1.2,3.7,1.37,0.46531791907514447,-0.12408759124087601
2018-10-23,Tiafoe F.,Nishikori K.,1.0,0.18,0.82,3.92,1.26,4.35,1.3,5.56,1.22,-0.21762589928057555,0.06153846153846159
2018-10-23,Verdasco F.,Herbert P.H.,0.0,0.67,0.33,1.79,2.03,1.87,2.15,1.49,3.03,0.20320855614973268,-0.2904290429042904
2018-10-23,Norrie C.,Isner J.,1.0,0.17,0.83,2.41,1.57,2.65,1.65,5.88,1.2,-0.5493197278911565,0.2727272727272727
2018-10-23,Pouille L.,Kohlschreiber P.,0.0,0.43,0.57,2.26,1.65,2.36,1.69,2.33,1.75,0.012711864406779579,-0.034285714285714315
2018-10-23,Dzumhur D.,Fognini F.,1.0,0.34,0.66,2.19,1.68,2.3,1.74,2.94,1.52,-0.21768707482993202,0.1264367816091954
2018-10-23,Thiem D.,Bemelmans R.,0.0,0.88,0.12,1.16,5.34,1.18,6.84,1.14,8.33,0.0338983050847458,-0.1788715486194478
2018-10-23,Tsonga J.W.,Querrey S.,1.0,0.63,0.37,1.68,2.19,1.79,2.33,1.59,2.7,0.11173184357541897,-0.13703703703703707
2018-10-24,Monfils G.,Johnson S.,0.0,0.74,0.26,1.53,2.53,1.6,2.7,1.35,3.85,0.15625,-0.2987012987012987
2018-10-24,Schwartzman D.,Edmund K.,1.0,0.39,0.61,2.52,1.53,2.79,1.57,2.56,1.64,0.08243727598566307,-0.0426829268292682
2018-10-24,Khachanov K.,Novak D.,0.0,0.91,0.09,1.18,4.91,1.21,6.0,1.1,11.11,0.09090909090909081,-0.4599459945994599
2018-10-24,Dimitrov G.,Kukushkin M.,1.0,0.84,0.16,1.33,3.39,1.52,4.2,1.19,6.25,0.21710526315789477,-0.32799999999999996
2018-10-24,Fucsovics M.,Fognini F.,0.0,0.46,0.54,2.45,1.56,2.79,1.63,2.17,1.85,0.22222222222222227,-0.11891891891891902
2018-10-24,Melzer J.,Anderson K.,1.0,0.14,0.86,5.16,1.17,5.81,1.2,7.14,1.16,-0.1862745098039216,0.03333333333333337
2018-10-24,Coric B.,Pouille L.,0.0,0.52,0.48,1.52,2.55,1.57,2.74,1.92,2.08,-0.1822916666666666,0.24087591240875916
2018-10-25,Khachanov K.,Nishikori K.,1.0,0.28,0.72,2.4,1.58,2.6,1.63,3.57,1.39,-0.2717086834733893,0.147239263803681
2018-10-25,Verdasco F.,Edmund K.,0.0,0.55,0.45,2.71,1.47,2.9,1.54,1.82,2.22,0.37241379310344824,-0.30630630630630634
2018-10-25,Rublev A.,Kukushkin M.,1.0,0.6,0.4,1.83,2.0,1.95,2.2,1.67,2.5,0.1435897435897436,-0.11999999999999993
2018-10-25,Thiem D.,Querrey S.,0.0,0.7,0.3,1.44,2.79,1.49,3.0,1.43,3.33,0.040268456375838965,-0.09909909909909911
2018-10-25,Isner J.,Monfils G.,1.0,0.52,0.48,2.28,1.63,2.4,1.71,1.92,2.08,0.2,-0.17788461538461542
2018-10-26,Kukushkin M.,Fucsovics M.,0.0,0.35,0.65,1.75,2.09,1.83,2.26,2.86,1.54,-0.3601398601398601,0.3185840707964601
2018-10-26,Thiem D.,Nishikori K.,1.0,0.51,0.49,1.99,1.83,2.07,1.94,1.96,2.04,0.05314009661835743,-0.049019607843137296
2018-10-26,Anderson K.,Coric B.,0.0,0.66,0.34,1.75,2.11,1.83,2.24,1.52,2.94,0.16939890710382516,-0.238095238095238
2018-10-26,Monfils G.,Verdasco F.,1.0,0.67,0.33,1.54,2.5,1.62,2.68,1.49,3.03,0.08024691358024698,-0.1155115511551154
2018-10-27,Nishikori K.,Kukushkin M.,0.0,0.83,0.17,1.12,6.53,1.15,7.4,1.2,5.88,-0.041666666666666706,0.20540540540540544
2018-10-27,Verdasco F.,Anderson K.,1.0,0.29,0.71,2.66,1.49,2.77,1.53,3.45,1.41,-0.19710144927536236,0.07843137254901968
2018-10-28,Anderson K.,Nishikori K.,0.0,0.44,0.56,2.75,1.46,3.0,1.53,2.27,1.79,0.24333333333333332,-0.1452513966480447
2018-10-29,Millman J.,Basilashvili N.,1.0,0.38,0.62,2.36,1.6,2.56,1.69,2.63,1.61,-0.02661596958174899,0.047337278106508784
2018-10-29,Dzumhur D.,Gojowczyk P.,0.0,0.56,0.44,2.28,1.64,2.52,1.68,1.79,2.27,0.28968253968253965,-0.2599118942731278
2018-10-29,Krajinovic F.,Khachanov K.,1.0,0.42,0.58,3.37,1.33,3.68,1.38,2.38,1.72,0.35326086956521746,-0.1976744186046512
2018-10-29,Kohlschreiber P.,Haase R.,0.0,0.73,0.27,1.6,2.35,1.67,2.55,1.37,3.7,0.17964071856287414,-0.3108108108108109
2018-10-29,Johnson S.,Bautista Agut R.,1.0,0.24,0.76,3.12,1.37,3.26,1.43,4.17,1.32,-0.21822541966426862,0.07692307692307684
2018-10-29,Mannarino A.,Humbert U.,0.0,0.7,0.3,1.75,2.1,1.83,2.25,1.43,3.33,0.21857923497267767,-0.32432432432432434
2018-10-29,Cecchinato M.,Sousa J.,1.0,0.34,0.66,3.12,1.37,3.35,1.43,2.94,1.52,0.12238805970149258,-0.059210526315789526
2018-10-29,Lopez F.,De Minaur A.,0.0,0.36,0.64,2.39,1.58,2.5,1.63,2.78,1.56,-0.1007194244604316,0.042944785276073524
